,Customer ID,Outcome
1026,698267,Paid
1027,986460,Defaulted
1028,910869,Paid
1029,982780,Defaulted
1030,704494,Defaulted
1031,966661,Paid
1032,595695,Defaulted
1033,566875,Paid
1034,802042,Defaulted
1035,870399,Defaulted
1036,622141,Defaulted
1037,817024,Defaulted
1038,1044557,Paid
1039,1099704,Defaulted
1040,904922,Defaulted
1041,833628,Paid
1042,958109,Paid
1043,605892,Paid
1044,604770,Paid
1045,605558,Paid
1046,855694,Defaulted
1047,938408,Paid
1048,888298,Defaulted
1049,657008,Defaulted
1050,745315,Defaulted
1051,724614,Paid
1052,896654,Paid
1053,704458,Paid
1054,944870,Defaulted
1055,738950,Paid
1056,998176,Paid
1057,774656,Paid
1058,903235,Paid
1059,1040020,Paid
1060,941785,Paid
1061,648605,Paid
1062,887945,Defaulted
1063,834540,Paid
1064,685679,Paid
1065,1022426,Paid
1066,659142,Defaulted
1067,848959,Defaulted
1068,711882,Paid
1069,925107,Paid
1070,895970,Paid
1071,1010051,Defaulted
1072,597962,Defaulted
1073,724234,Paid
1074,939595,Paid
1075,1056425,Defaulted
1076,766237,Paid
1077,680858,Paid
1078,883508,Paid
1079,811344,Defaulted
1080,1004608,Paid
1081,1072516,Defaulted
1082,1022732,Paid
1083,637323,Defaulted
1084,611448,Paid
1085,676548,Defaulted
1086,983626,Paid
1087,621404,Defaulted
1088,930667,Defaulted
1089,1066388,Paid
1090,881600,Defaulted
1091,687368,Defaulted
1092,876363,Paid
1093,1079846,Paid
1094,799036,Defaulted
1095,787411,Defaulted
1096,562306,Defaulted
1097,766341,Paid
1098,1053065,Paid
1099,935315,Paid
1100,581931,Defaulted
1101,832413,Defaulted
1102,911335,Paid
1103,712730,Paid
1104,718449,Defaulted
1105,810906,Paid
1106,794351,Paid
1107,678372,Paid
1108,874595,Paid
1109,630295,Defaulted
1110,918741,Paid
1111,911530,Paid
1112,1081577,Defaulted
1113,1017493,Paid
1114,1035301,Paid
1115,708389,Defaulted
1116,1057763,Defaulted
1117,555581,Paid
1118,616811,Paid
1119,809810,Paid
1120,1008229,Paid
1121,1039592,Defaulted
1122,652937,Defaulted
1123,1038732,Paid
1124,684733,Paid
1125,834953,Defaulted
1126,618552,Paid
1127,971912,Paid
1128,613282,Defaulted
1129,1028095,Defaulted
1130,779225,Defaulted
1131,1102925,Defaulted
1132,807008,Defaulted
1133,899542,Paid
1134,796442,Paid
1135,1049618,Paid
1136,970792,Defaulted
1137,602585,Defaulted
1138,678807,Defaulted
1139,858708,Paid
1140,1055624,Defaulted
1141,964867,Defaulted
1142,700000,Defaulted
1143,865775,Defaulted
1144,1008243,Paid
1145,907642,Paid
1146,1069106,Defaulted
1147,766717,Paid
1148,584937,Defaulted
1149,1008079,Paid
1150,1104463,Paid
1151,900142,Paid
1152,758805,Defaulted
1153,772865,Defaulted
1154,915967,Defaulted
1155,558448,Defaulted
1156,805921,Defaulted
1157,849336,Defaulted
1158,982581,Paid
1159,926696,Defaulted
1160,765843,Paid
1161,839433,Paid
1162,558850,Paid
1163,838392,Paid
1164,954464,Paid
1165,945909,Paid
1166,961768,Paid
1167,1061290,Paid
1168,905565,Paid
1169,1091238,Defaulted
1170,605775,Paid
1171,914307,Paid
1172,791810,Defaulted
1173,600339,Paid
1174,909212,Paid
1175,799283,Paid
1176,599240,Paid
1177,743845,Paid
1178,1091004,Defaulted
1179,858494,Paid
1180,734058,Paid
1181,794670,Defaulted
1182,983330,Defaulted
1183,571374,Defaulted
1184,603555,Paid
1185,687143,Paid
1186,856481,Defaulted
1187,975180,Defaulted
1188,1059587,Defaulted
1189,637891,Paid
1190,777540,Defaulted
1191,687744,Defaulted
1192,995528,Defaulted
1193,840317,Paid
1194,803003,Paid
1195,613982,Paid
1196,1002955,Defaulted
1197,1026269,Defaulted
1198,801386,Paid
1199,950045,Defaulted
1200,757287,Paid
1201,596522,Paid
1202,1017111,Paid
1203,1092504,Paid
1204,801251,Defaulted
1205,560691,Defaulted
1206,713009,Paid
1207,719349,Paid
1208,589487,Paid
1209,898294,Defaulted
1210,921811,Paid
1211,662382,Paid
1212,1015423,Defaulted
1213,846792,Paid
1214,886187,Defaulted
1215,1095506,Paid
1216,606264,Paid
1217,705922,Defaulted
1218,744639,Defaulted
1219,774702,Defaulted
1220,949183,Paid
1221,586561,Paid
1222,747564,Paid
1223,839658,Defaulted
1224,926683,Paid
1225,813573,Defaulted
1226,679729,Paid
1227,748905,Paid
1228,732148,Paid
1229,766673,Defaulted
1230,791044,Paid
1231,827479,Paid
1232,837089,Paid
1233,1104013,Paid
1234,1105327,Paid
1235,1068385,Paid
1236,623713,Paid
1237,635833,Paid
1238,878894,Paid
1239,765515,Paid
1240,675706,Defaulted
1241,1036017,Defaulted
1242,775051,Defaulted
1243,586685,Paid
1244,667333,Paid
1245,659629,Defaulted
1246,748227,Defaulted
1247,661346,Defaulted
1248,836084,Paid
1249,1050534,Paid
1250,610945,Defaulted
1251,1065383,Defaulted
1252,602326,Paid
1253,1087165,Paid
1254,915546,Paid
1255,1050020,Paid
1256,611043,Defaulted
1257,993790,Paid
1258,919904,Paid
1259,822367,Paid
1260,753862,Paid
1261,781131,Paid
1262,814336,Defaulted
1263,864602,Paid
1264,626098,Paid
1265,591505,Paid
1266,931202,Defaulted
1267,937689,Paid
1268,631119,Paid
1269,584719,Defaulted
1270,660649,Paid
1271,853707,Paid
1272,1020111,Paid
1273,665934,Paid
1274,848677,Defaulted
1275,848349,Defaulted
1276,959559,Paid
1277,691212,Defaulted
1278,758770,Defaulted
1279,1015506,Defaulted
1280,589294,Defaulted
1281,645579,Defaulted
1282,593616,Paid
1283,1088454,Defaulted
1284,860301,Paid
1285,616456,Paid
1286,1080752,Paid
1287,1024172,Defaulted
1288,813733,Paid
1289,1015995,Paid
1290,1028071,Paid
1291,567588,Defaulted
1292,630794,Paid
1293,1015987,Defaulted
1294,609264,Defaulted
1295,946922,Defaulted
1296,805304,Paid
1297,883117,Paid
1298,570682,Defaulted
1299,1003049,Paid
1300,901553,Paid
1301,811754,Paid
1302,632114,Paid
1303,739567,Paid
1304,902100,Defaulted
1305,650086,Paid
1306,598530,Paid
1307,1021660,Defaulted
1308,1003851,Defaulted
1309,677808,Paid
1310,1097688,Defaulted
1311,917287,Defaulted
1312,922047,Paid
1313,923028,Paid
1314,1017387,Paid
1315,793695,Defaulted
1316,569978,Paid
1317,574384,Defaulted
1318,1082248,Defaulted
1319,628607,Paid
1320,987924,Paid
1321,967323,Defaulted
1322,647281,Defaulted
1323,764651,Paid
1324,739989,Defaulted
1325,563863,Paid
1326,640166,Paid
1327,848672,Defaulted
1328,1004748,Defaulted
1329,757704,Defaulted
1330,1082749,Paid
1331,1080895,Defaulted
1332,971656,Paid
1333,825236,Paid
1334,575730,Paid
1335,877906,Paid
1336,684481,Paid
1337,998494,Defaulted
1338,1075998,Defaulted
1339,624217,Paid
1340,768186,Paid
1341,806461,Paid
1342,974471,Paid
1343,1044602,Paid
1344,788133,Defaulted
1345,591285,Paid
1346,909712,Defaulted
1347,736022,Defaulted
1348,929067,Paid
1349,823783,Paid
1350,1070780,Defaulted
1351,828885,Paid
1352,1011094,Paid
1353,842533,Defaulted
1354,709603,Paid
1355,709763,Paid
1356,1035574,Paid
1357,885195,Paid
1358,916953,Defaulted
1359,888578,Defaulted
1360,882299,Defaulted
1361,910068,Defaulted
1362,1020780,Paid
1363,960018,Defaulted
1364,596114,Paid
1365,690523,Defaulted
1366,927511,Defaulted
1367,708056,Paid
1368,781188,Defaulted
1369,702808,Defaulted
1370,625376,Paid
1371,1034281,Paid
1372,802623,Paid
1373,1102460,Paid
1374,952096,Paid
1375,1049582,Paid
1376,673338,Defaulted
1377,1089412,Paid
1378,589806,Defaulted
1379,1062832,Defaulted
1380,978169,Defaulted
1381,1012563,Paid
1382,964981,Paid
1383,708404,Paid
1384,898906,Paid
1385,759339,Paid
1386,651222,Defaulted
1387,768763,Paid
1388,565540,Paid
1389,621349,Defaulted
1390,623073,Paid
1391,845019,Paid
1392,990910,Defaulted
1393,830367,Defaulted
1394,980041,Defaulted
1395,858184,Paid
1396,1054563,Defaulted
1397,656194,Paid
1398,1082094,Paid
1399,579152,Paid
1400,1028402,Defaulted
1401,643062,Defaulted
1402,592495,Paid
1403,1073738,Paid
1404,723904,Defaulted
1405,743744,Paid
1406,788846,Paid
1407,1021026,Paid
1408,580711,Paid
1409,1026994,Paid
1410,747589,Paid
1411,730146,Paid
1412,827291,Defaulted
1413,983156,Defaulted
1414,1020590,Paid
1415,813778,Paid
1416,903090,Paid
1417,927971,Paid
1418,896802,Paid
1419,566011,Paid
1420,965235,Paid
1421,987631,Defaulted
1422,1108579,Paid
1423,912080,Paid
1424,1029903,Paid
1425,567601,Defaulted
1426,1105198,Defaulted
1427,671061,Defaulted
1428,617252,Paid
1429,923919,Paid
1430,785371,Defaulted
1431,752177,Paid
1432,665277,Defaulted
1433,1062334,Defaulted
1434,941392,Paid
1435,833373,Paid
1436,731933,Paid
1437,798111,Paid
1438,1045703,Paid
1439,1017161,Paid
1440,570535,Defaulted
1441,588144,Defaulted
1442,802796,Defaulted
1443,1074965,Defaulted
1444,828342,Paid
1445,990986,Defaulted
1446,734322,Paid
1447,844856,Paid
1448,1005670,Paid
1449,798160,Defaulted
1450,1014968,Defaulted
1451,964156,Paid
1452,742226,Defaulted
1453,791002,Defaulted
1454,715653,Paid
1455,1097409,Defaulted
1456,1069293,Defaulted
1457,907945,Paid
1458,1043604,Paid
1459,702148,Defaulted
1460,1034702,Paid
1461,950029,Paid
1462,809075,Paid
1463,565627,Paid
1464,1076918,Paid
1465,795477,Paid
1466,990550,Defaulted
1467,620382,Defaulted
1468,639579,Defaulted
1469,648836,Defaulted
1470,754153,Defaulted
1471,985020,Paid
1472,1018351,Paid
1473,670023,Paid
1474,1063079,Paid
1475,815602,Paid
1476,634937,Defaulted
1477,927981,Paid
1478,1044455,Defaulted
1479,806165,Paid
1480,819914,Defaulted
1481,963041,Paid
1482,1097452,Defaulted
1483,1090076,Defaulted
1484,795914,Paid
1485,1061406,Defaulted
1486,1075394,Paid
1487,713011,Paid
1488,668290,Defaulted
1489,986670,Defaulted
1490,582283,Defaulted
1491,877006,Paid
1492,858053,Defaulted
1493,1056304,Paid
1494,737928,Paid
1495,915826,Defaulted
1496,851859,Paid
1497,1102868,Defaulted
1498,1039485,Defaulted
1499,734811,Paid
1500,848083,Defaulted
1501,814297,Paid
1502,972381,Paid
1503,591587,Paid
1504,952254,Paid
1505,815932,Defaulted
1506,1043793,Paid
1507,1027442,Paid
1508,1012492,Defaulted
1509,568331,Paid
1510,905021,Paid
1511,737147,Paid
1512,806223,Paid
1513,959062,Paid
1514,565450,Defaulted
1515,559546,Paid
1516,575474,Defaulted
1517,620768,Defaulted
1518,878133,Paid
1519,689897,Paid
1520,627922,Defaulted
1521,960855,Paid
1522,1034085,Paid
1523,1037576,Paid
1524,769177,Paid
1525,563268,Defaulted
1526,1015145,Defaulted
1527,583856,Paid
1528,1089876,Paid
1529,997057,Defaulted
1530,928693,Defaulted
1531,1005228,Paid
1532,835333,Defaulted
1533,589529,Defaulted
1534,692482,Paid
1535,885431,Paid
1536,848902,Paid
1537,883962,Defaulted
1538,945812,Defaulted
1539,649120,Defaulted
1540,813911,Paid
1541,969933,Defaulted
1542,660350,Paid
1543,795431,Paid
1544,844628,Paid
1545,1045299,Defaulted
1546,1033011,Paid
1547,961925,Paid
1548,733538,Paid
1549,865611,Paid
1550,1059685,Defaulted
1551,1105470,Defaulted
1552,1025497,Defaulted
1553,985089,Defaulted
1554,1038576,Defaulted
1555,882636,Defaulted
1556,1061374,Paid
1557,759152,Paid
1558,600702,Defaulted
1559,993891,Defaulted
1560,862648,Paid
1561,846331,Paid
1562,850364,Paid
1563,836199,Paid
1564,1093439,Defaulted
1565,1010009,Defaulted
1566,958227,Paid
1567,723540,Paid
1568,986311,Defaulted
1569,720511,Defaulted
1570,863463,Paid
1571,730968,Defaulted
1572,826831,Defaulted
1573,935748,Defaulted
1574,707817,Paid
1575,1028630,Defaulted
1576,615584,Defaulted
1577,653758,Defaulted
1578,977758,Defaulted
1579,594153,Defaulted
1580,1044296,Defaulted
1581,872625,Defaulted
1582,976716,Defaulted
1583,908284,Paid
1584,684994,Defaulted
1585,810550,Defaulted
1586,568873,Defaulted
1587,567602,Defaulted
1588,1105605,Defaulted
1589,764478,Defaulted
1590,846588,Paid
1591,604094,Paid
1592,981226,Defaulted
1593,751761,Paid
1594,725914,Paid
1595,972428,Defaulted
1596,947553,Paid
1597,812475,Paid
1598,767844,Defaulted
1599,709493,Defaulted
1600,1095026,Defaulted
1601,784772,Paid
1602,705268,Defaulted
1603,645529,Paid
1604,854035,Paid
1605,1060330,Paid
1606,609110,Defaulted
1607,707941,Paid
1608,1069461,Paid
1609,771664,Defaulted
1610,1065555,Defaulted
1611,1060038,Defaulted
1612,758885,Defaulted
1613,845480,Paid
1614,895706,Paid
1615,688045,Defaulted
1616,1102469,Defaulted
1617,1101479,Paid
1618,1102258,Defaulted
1619,1101270,Paid
1620,995794,Defaulted
1621,835426,Paid
1622,709872,Defaulted
1623,941064,Defaulted
1624,933656,Paid
1625,587841,Defaulted
1626,708483,Paid
1627,732388,Paid
1628,783448,Paid
1629,789432,Defaulted
1630,618512,Defaulted
1631,1059602,Paid
1632,567341,Paid
1633,869438,Defaulted
1634,752162,Paid
1635,911939,Paid
1636,695203,Paid
1637,568452,Paid
1638,1034234,Defaulted
1639,755693,Defaulted
1640,1090382,Defaulted
1641,1059589,Paid
1642,924844,Paid
1643,779329,Defaulted
1644,1024537,Paid
1645,625715,Paid
1646,859872,Paid
1647,885113,Defaulted
1648,975822,Defaulted
1649,600838,Defaulted
1650,869260,Paid
1651,595256,Defaulted
1652,860175,Paid
1653,716553,Paid
1654,980080,Paid
1655,924041,Paid
1656,910150,Defaulted
1657,579170,Defaulted
1658,614055,Paid
1659,764457,Paid
1660,1007115,Defaulted
1661,987423,Defaulted
1662,881864,Paid
1663,944185,Paid
1664,933877,Defaulted
1665,645285,Paid
1666,666154,Defaulted
1667,907915,Paid
1668,680942,Paid
1669,857693,Paid
1670,581354,Paid
1671,796186,Paid
1672,894432,Paid
1673,916588,Defaulted
1674,1087112,Paid
1675,625057,Paid
1676,1033006,Paid
1677,1002804,Paid
1678,869559,Defaulted
1679,813026,Paid
1680,881585,Paid
1681,1013231,Defaulted
1682,582054,Paid
1683,796753,Paid
1684,980741,Paid
1685,751663,Paid
1686,664233,Paid
1687,666265,Paid
1688,971059,Paid
1689,588376,Paid
1690,910515,Defaulted
1691,1072664,Defaulted
1692,853415,Paid
1693,759933,Paid
1694,970218,Defaulted
1695,894397,Defaulted
1696,825692,Defaulted
1697,759689,Defaulted
1698,662541,Paid
1699,1009535,Defaulted
1700,926504,Paid
1701,1037772,Paid
1702,615306,Paid
1703,568270,Paid
1704,611248,Paid
1705,982254,Paid
1706,1109473,Paid
1707,734953,Paid
1708,609356,Defaulted
1709,608857,Paid
1710,903834,Defaulted
1711,818792,Defaulted
1712,829571,Paid
1713,1008793,Paid
1714,836703,Paid
1715,972228,Paid
1716,592184,Defaulted
1717,990826,Paid
1718,770973,Paid
1719,775321,Paid
1720,874535,Defaulted
1721,964930,Paid
1722,619435,Paid
1723,883863,Defaulted
1724,935217,Paid
1725,1095511,Defaulted
1726,927634,Paid
1727,754790,Defaulted
1728,897068,Defaulted
1729,898823,Defaulted
1730,884444,Paid
1731,636398,Paid
1732,723982,Defaulted
1733,774819,Defaulted
1734,962393,Paid
1735,882006,Defaulted
1736,945296,Defaulted
1737,737065,Paid
1738,703327,Paid
1739,730242,Paid
1740,677418,Paid
1741,622423,Defaulted
1742,686387,Paid
1743,596300,Paid
1744,677897,Paid
1745,1069886,Paid
1746,738999,Defaulted
1747,686159,Defaulted
1748,833718,Defaulted
1749,984597,Defaulted
1750,838048,Defaulted
1751,614742,Defaulted
1752,580179,Paid
1753,881208,Paid
1754,705393,Paid
1755,608841,Defaulted
1756,1044929,Defaulted
1757,687305,Defaulted
1758,764965,Defaulted
1759,1108394,Paid
1760,605866,Paid
1761,1014503,Paid
1762,828610,Paid
1763,783115,Paid
1764,587244,Paid
1765,1108839,Paid
1766,1026182,Defaulted
1767,793550,Defaulted
1768,717011,Defaulted
1769,558675,Defaulted
1770,926353,Paid
1771,920669,Paid
1772,647026,Defaulted
1773,1093781,Paid
1774,712588,Defaulted
1775,691908,Defaulted
1776,1049601,Defaulted
1777,1084611,Defaulted
1778,802423,Paid
1779,886717,Defaulted
1780,1095072,Paid
1781,848435,Defaulted
1782,709453,Defaulted
1783,953026,Defaulted
1784,727227,Paid
1785,563696,Paid
1786,943851,Paid
1787,1057786,Paid
1788,850398,Paid
1789,1030831,Paid
1790,853022,Defaulted
1791,673478,Defaulted
1792,1077081,Paid
1793,765713,Defaulted
1794,1083449,Paid
1795,635647,Paid
1796,791582,Paid
1797,772387,Paid
1798,838662,Paid
1799,623463,Defaulted
1800,1074063,Paid
1801,796679,Defaulted
1802,688404,Paid
1803,941249,Defaulted
1804,774144,Paid
1805,1006647,Paid
1806,1104069,Paid
1807,654955,Paid
1808,623460,Paid
1809,975117,Paid
1810,859095,Defaulted
1811,756718,Paid
1812,995054,Paid
1813,1077765,Defaulted
1814,1019894,Defaulted
1815,1074337,Paid
1816,1060019,Defaulted
1817,1079489,Defaulted
1818,615965,Paid
1819,1050293,Paid
1820,980062,Defaulted
1821,1059704,Defaulted
1822,908756,Defaulted
1823,784136,Defaulted
1824,934161,Defaulted
1825,911031,Paid
1826,748424,Defaulted
1827,1059640,Defaulted
1828,793545,Defaulted
1829,763470,Defaulted
1830,710559,Paid
1831,962676,Defaulted
1832,746556,Defaulted
1833,900073,Defaulted
1834,885395,Defaulted
1835,1106851,Paid
1836,614553,Paid
1837,756792,Paid
1838,878056,Defaulted
1839,826310,Paid
1840,1005445,Defaulted
1841,807755,Paid
1842,1026271,Defaulted
1843,1026341,Paid
1844,996539,Defaulted
1845,921257,Paid
1846,1098143,Paid
1847,806990,Paid
1848,577026,Defaulted
1849,890585,Defaulted
1850,882477,Defaulted
1851,937914,Paid
1852,619815,Defaulted
1853,669534,Paid
1854,1049452,Paid
1855,717552,Defaulted
1856,965370,Paid
1857,575906,Defaulted
1858,645402,Paid
1859,584807,Defaulted
1860,708711,Defaulted
1861,929492,Paid
1862,800717,Defaulted
1863,627685,Paid
1864,795947,Paid
1865,1059297,Defaulted
1866,636038,Paid
1867,607248,Defaulted
1868,576753,Paid
1869,918579,Paid
1870,921585,Defaulted
1871,941700,Defaulted
1872,979574,Defaulted
1873,1023243,Paid
1874,852226,Defaulted
1875,734703,Paid
1876,911232,Paid
1877,733722,Paid
1878,891963,Paid
1879,979506,Paid
1880,645562,Paid
1881,836420,Paid
1882,957866,Paid
1883,898104,Defaulted
1884,974602,Paid
1885,1060691,Paid
1886,790979,Paid
1887,760648,Paid
1888,969774,Paid
1889,723430,Defaulted
1890,962202,Defaulted
1891,560609,Paid
1892,1054515,Defaulted
1893,1052306,Paid
1894,1025025,Paid
1895,994483,Paid
1896,753433,Defaulted
1897,580544,Paid
1898,782097,Defaulted
1899,826212,Paid
1900,938949,Defaulted
1901,579824,Paid
1902,689468,Defaulted
1903,973207,Defaulted
1904,1047625,Paid
1905,872765,Paid
1906,667844,Defaulted
1907,851097,Paid
1908,1070659,Defaulted
1909,567900,Paid
1910,1076494,Paid
1911,917599,Paid
1912,943095,Paid
1913,923204,Defaulted
1914,1026162,Paid
1915,1076649,Paid
1916,915111,Defaulted
1917,932912,Paid
1918,989119,Paid
1919,930618,Paid
1920,1059703,Defaulted
1921,867784,Defaulted
1922,766612,Paid
1923,1110920,Defaulted
1924,592600,Paid
1925,1001107,Defaulted
1926,671920,Defaulted
1927,899261,Paid
1928,893807,Paid
1929,648585,Defaulted
1930,625635,Defaulted
1931,681749,Paid
1932,786547,Paid
1933,963954,Defaulted
1934,815291,Defaulted
1935,1048375,Defaulted
1936,618928,Defaulted
1937,654558,Paid
1938,747106,Paid
1939,619717,Defaulted
1940,884947,Paid
1941,822997,Defaulted
1942,579231,Defaulted
1943,602462,Defaulted
1944,812062,Paid
1945,864314,Paid
1946,591708,Defaulted
1947,795866,Paid
1948,1039129,Paid
1949,672843,Defaulted
1950,1096742,Defaulted
1951,951501,Paid
1952,856399,Paid
1953,955623,Defaulted
1954,859867,Paid
1955,1068844,Paid
1956,872548,Paid
1957,753350,Paid
1958,595771,Defaulted
1959,602895,Paid
1960,1079799,Paid
1961,628838,Paid
1962,722429,Paid
1963,647717,Defaulted
1964,891480,Defaulted
1965,1061062,Paid
1966,603709,Defaulted
1967,572356,Paid
1968,1019685,Paid
1969,1093433,Defaulted
1970,650307,Defaulted
1971,587033,Defaulted
1972,753158,Paid
1973,995697,Paid
1974,904555,Paid
1975,682360,Defaulted
1976,768013,Paid
1977,830046,Paid
1978,936652,Defaulted
1979,828010,Defaulted
1980,1032641,Defaulted
1981,1098005,Paid
1982,1044300,Paid
1983,606094,Paid
1984,778281,Defaulted
1985,590888,Paid
1986,759891,Paid
1987,879438,Defaulted
1988,1016300,Paid
1989,988731,Defaulted
1990,1032114,Paid
1991,869813,Paid
1992,596598,Paid
1993,980734,Paid
1994,1022173,Paid
1995,759856,Paid
1996,810444,Paid
1997,767192,Paid
1998,808753,Paid
1999,1037992,Defaulted
